NODE_PROB: 0.1	EDGE_DENSITY: 0.5	GRAPH SIZE: 500
STEP 0		64,8	65,8	63,4	67,2	65,4		63	66	65	67	63	64	66	68	65	66		5,08	171,68	2279,85	1834,72		1	0	4	0	0	5	0	0	5	0.5012264529058116	46	47	500
STEP 1		64,6	66,8	62,8	65,4	64,8		63	66	66	68	62	63	65	66	64	65		4,26	163,96	2317,19	1974,49		1	1	8	0	0	10	0	0	10	0.5003581460108973	50	43	499
STEP 2		65,4	67,4	64	66,4	65,4		64	67	67	68	64	64	66	67	65	66		5,13	176,12	2330,95	2007,64		1	2	12	0	0	15	0	0	15	0.5008100810081008	50	50	506
STEP 3		65,4	67,4	64,4	66	66		64	67	67	68	64	65	66	66	66	66		4,82	161,15	2126,45	1864,89		2	3	15	0	0	20	0	0	20	0.5006144092670136	50	43	506
STEP 4		66,2	68,4	64,6	66,8	66,8		65	68	68	69	64	65	66	67	66	67		4,85	167,85	2286,72	2045,74		2	4	19	0	0	25	0	0	25	0.5009442007797271	52	53	513
STEP 5		65	67,8	64,6	66,6	66		63	67	67	69	64	65	66	67	66	66		5,01	170,1	2194,77	1939,21		3	5	22	0	0	30	0	0	30	0.49942667563600784	55	44	512
STEP 6		67,8	69	65,8	67,6	67,4		67	69	68	70	65	66	67	68	67	68		5,33	172,65	2371,69	2123,5		3	5	27	0	0	35	0	0	35	0.5005970564749492	46	72	523
STEP 7		65	66,2	63,2	65,8	64,6		64	66	65	67	63	64	65	66	64	65		4,44	155,09	1974,14	1717,81		3	6	31	0	0	40	0	0	40	0.5009249042642955	45	53	497
STEP 8		63,6	66,2	62,2	64,8	63,8		62	65	65	67	62	63	64	65	63	64		3,86	138,01	1839,38	1612,84		3	7	35	0	0	45	0	0	45	0.5008967783029937	48	46	489
STEP 9		65,4	66,2	62,8	64,4	64		64	66	66	67	62	63	64	65	64	64		4,11	141,87	1895,85	1643,69		3	7	40	0	0	50	0	0	50	0.5002452304750821	48	51	491
STEP 10		64,6	65,4	62	64,4	63,8		63	66	65	66	62	62	64	65	63	64		4,01	141,13	1895,33	1630,3		3	7	45	0	0	55	0	0	55	0.4999158447503955	52	49	488
STEP 11		64,4	65,6	62,6	64,2	64		64	65	65	66	62	63	63	65	64	64		3,88	138	1941	1656,48		3	7	50	0	0	60	0	0	60	0.5000623467309531	52	63	491
STEP 12		62,6	64,2	61	63,4	62,8		62	64	62	65	61	61	63	64	62	63		3,52	111,44	1771,46	1530,29		3	7	55	0	0	65	0	0	65	0.4990257480862909	47	46	480
STEP 13		63,2	64,4	61,2	63	63		63	64	63	66	61	62	62	64	63	63		3,36	113,62	1748,27	1534,66		3	7	60	0	0	70	0	0	70	0.49893451143451145	48	59	481
STEP 14		62,4	63,4	59,8	62,4	62		62	63	63	64	59	60	62	63	62	62		3,24	115,31	1591,81	1434,4		3	7	65	0	0	75	0	0	75	0.5012384884090187	46	60	470
STEP 15		60,2	61,2	58,4	61	59,8		59	61	60	63	58	59	60	62	59	60		2,82	99,62	1441,72	1278,25		3	7	70	0	0	80	0	0	80	0.49964333911702336	55	56	456
STEP 16		59,8	61,8	58	60,2	60		59	61	60	63	58	58	60	61	60	60		3,25	102,19	1419,66	1264,33		3	7	75	0	0	85	0	0	85	0.49941424214551966	53	42	455
STEP 17		61,6	63	58,8	61,6	60,8		60	63	62	64	58	60	61	62	60	61		3,03	105,76	1512,98	1417,33		3	7	80	0	0	90	0	1	89	0.49871244635193135	50	42	466
STEP 18		61,8	63,2	60	61,8	61,8		61	63	62	64	60	60	61	62	61	62		3,19	106,16	1577,86	1513,92		3	7	85	0	0	95	0	1	94	0.49807762642616926	51	43	474
STEP 19		62,2	64	61,4	62,8	62,8		62	63	63	65	61	62	62	63	62	63		3,51	117,8	1833,71	1630,02		3	8	89	0	0	100	0	1	99	0.49814097531939855	48	49	482
