NODE_PROB: 0.01	EDGE_DENSITY: 0.1	GRAPH SIZE: 300
STEP 0		11	11,8	11,4	13	12		11	11	11	12	11	12	13	13	12	12		0,44	30,39	388,62	196,06		2	3	0	0	3	2	0	2	3	0.1011371237458194	2	4	300
STEP 1		11	11,6	11	12	12		11	11	11	12	11	11	12	12	12	12		0,5	28,73	348,96	222,92		2	8	0	0	5	5	0	2	8	0.10062594626353015	3	1	298
STEP 2		11	11,4	11,4	12	12		11	11	11	12	11	12	12	12	12	12		0,42	30,25	296,14	212,97		4	11	0	1	8	6	0	4	11	0.10049052396878484	2	2	300
STEP 3		11	11,2	11	12	12		11	11	11	12	11	11	12	12	12	12		0,35	21,91	210,14	167,61		4	16	0	1	12	7	0	4	16	0.10013377926421405	3	3	300
STEP 4		11	11,6	11,2	11,8	12		11	11	11	12	11	12	11	12	12	12		0,31	21,98	189,28	137,54		5	20	0	1	15	9	0	5	20	0.1	3	1	300
STEP 5		11	11,4	11,2	11,8	12		11	11	11	12	11	12	11	12	12	12		0,29	17,57	179,18	121,51		6	24	0	2	17	11	0	6	24	0.10021781698972519	2	3	302
STEP 6		11	11,6	11,2	12	12		11	11	11	12	11	12	12	12	12	12		0,19	11,6	131,34	95,72		7	28	0	2	20	13	0	7	28	0.0997563676633444	3	3	301
STEP 7		11,4	11,4	11	12	12		11	12	11	12	11	11	12	12	12	12		0,17	11,55	121,52	94,82		7	31	2	2	23	15	0	7	33	0.10013289036544851	2	4	301
STEP 8		11,2	11,2	11	12	12		11	12	11	12	11	11	12	12	12	12		0,17	12,06	120,67	90,26		7	35	3	2	27	16	0	7	38	0.09995286301093129	3	1	299
STEP 9		11	11,6	11,2	12	12		11	11	11	12	11	12	12	12	12	12		0,22	10,61	122,82	85,96		8	39	3	3	28	19	0	8	42	0.09995570321151717	2	3	301
STEP 10		11,2	11,4	11	12	12		11	12	11	12	11	11	12	12	12	12		0,15	10,4	106,5	88,09		8	43	4	3	31	21	0	8	47	0.09937569676700111	3	2	300
STEP 11		11	11,4	11,2	12	12		11	11	11	12	11	12	12	12	12	12		0,17	10,1	98,82	79,26		9	47	4	4	33	23	0	9	51	0.09922480620155039	2	5	301
STEP 12		11	11,2	11	12	12		11	11	11	12	11	11	12	12	12	12		0,13	10,75	99,87	78,97		9	52	4	4	37	24	0	9	56	0.0991345219533139	3	5	298
STEP 13		10,8	11,6	11	12	12		10	11	11	12	11	11	12	12	12	12		0,15	8,99	110,44	76,13		10	56	4	4	39	27	0	9	61	0.09910673385249656	2	3	296
STEP 14		11	11,2	11	11,8	12		11	11	11	12	11	11	11	12	12	12		0,14	10,31	107,37	82,34		10	61	4	4	43	28	0	9	66	0.09895076674737692	2	2	295
STEP 15		11	11	11	11,6	11,8		11	11	11	11	11	11	11	12	11	12		0,12	8,25	90,62	75,7		10	66	4	4	48	28	0	10	70	0.0990430070333218	3	4	295
STEP 16		11,2	11	11	11,8	12		11	12	11	11	11	11	11	12	12	12		0,14	8,28	79,87	71,45		10	70	5	4	53	28	0	10	75	0.09925471895242739	3	2	294
STEP 17		11	11	11	11,6	12		11	11	11	11	11	11	11	12	12	12		0,12	8,04	71,63	70,46		10	75	5	4	58	28	0	10	80	0.09883546638994581	3	3	295
STEP 18		10,8	11,4	11	11,6	12		10	11	11	12	11	11	11	12	12	12		0,11	7,81	64,64	67,97		11	79	5	4	61	30	0	10	85	0.09865098581805604	2	6	295
STEP 19		10,8	11	11	11,2	11,8		10	11	11	11	11	11	11	12	11	12		0,11	7,48	58,33	65,84		12	83	5	4	66	30	0	11	89	0.09877947624126081	3	2	291
