NODE_PROB: 0.01	EDGE_DENSITY: 0.9	GRAPH SIZE: 200
STEP 0		74,8	71	63	74,2	69,4		73	76	70	72	63	63	74	75	69	70		1,28	71,63	44,23	239,81		0	0	5	0	0	5	0	0	5	0.9019597989949749	1	3	200
STEP 1		74,6	70,2	63	66,2	68,2		72	77	69	71	63	63	65	67	68	69		1,25	74,19	20,97	250,23		0	0	10	0	0	10	0	0	10	0.9020150746039071	2	1	198
STEP 2		74,2	70,2	63	67	68		72	76	68	72	63	63	66	68	68	68		1,15	83,53	29,66	330,18		0	0	15	0	0	15	0	0	15	0.9020861885183493	1	4	199
STEP 3		74	70	62,4	66	66,8		71	77	69	71	62	63	64	67	66	67		1,12	106,07	26,2	252,13		0	0	20	0	0	20	0	0	20	0.902407116692831	2	2	196
STEP 4		74,4	69,4	62	65,6	66,6		72	79	68	70	62	62	64	67	66	67		1,02	79,46	22,43	221,1		0	0	25	0	0	25	0	0	25	0.9025117739403453	1	3	196
STEP 5		73	68,2	62	65,2	66		70	75	67	69	62	62	65	66	65	67		1	74,89	20,7	210,36		0	0	30	0	0	30	0	0	30	0.9028363869451418	1	1	194
STEP 6		73	67,8	61,2	65,2	66		71	75	67	69	61	62	65	66	66	66		1,07	72,33	19,29	189,54		0	0	35	0	0	35	0	0	35	0.9028898028951445	1	2	194
STEP 7		73,8	67,8	60,8	64,6	64,8		72	75	67	69	60	61	64	65	63	66		0,97	64,66	13,84	141,12		0	0	40	0	0	40	0	0	40	0.9031196027633851	2	4	193
STEP 8		72,8	67,8	60,4	64	64,6		71	74	67	69	60	61	64	64	64	65		0,63	54,05	13,91	152,71		0	0	45	0	0	45	0	0	45	0.9023422430421604	2	2	191
STEP 9		71,8	67,8	61,2	64,4	64,8		71	73	67	68	61	62	64	65	64	65		0,76	57,11	15,71	144,44		0	0	50	0	0	50	0	0	50	0.9024524662441444	1	0	191
STEP 10		72,8	68	61,2	65	65,6		71	75	68	68	61	62	65	65	65	66		0,65	53,4	14,99	135,47		0	0	55	0	0	55	0	0	55	0.9023778359511344	1	1	192
STEP 11		73,4	67,8	61,8	64,4	65,6		71	75	67	69	61	62	64	65	65	66		0,63	52,56	14,64	143,92		0	0	60	0	0	60	0	0	60	0.9027050610820244	1	1	192
STEP 12		73,4	67,8	62	65,8	66		71	76	67	69	61	63	65	67	65	67		0,74	42,95	11,52	135,52		0	0	65	0	0	65	0	0	65	0.9029232111692844	1	1	192
STEP 13		75,4	67,4	61,8	64,4	66		74	77	67	69	61	62	63	66	66	66		0,57	44,57	11,19	130,58		0	0	70	0	0	70	0	0	70	0.9024323734729494	2	1	192
STEP 14		73,4	68,2	62	65,8	66		71	75	67	70	62	62	65	66	66	66		0,49	42,38	12,65	132,94		0	0	75	0	0	75	0	0	75	0.9026338514680483	2	1	193
STEP 15		74	68,6	62,2	66	66,2		73	75	67	70	62	63	65	67	65	67		0,57	43,32	10,78	132,29		0	0	80	0	0	80	0	0	80	0.9023556433951178	1	4	194
STEP 16		74,8	68	60,8	64,6	65,2		74	76	66	70	60	61	64	65	65	66		0,39	35,21	8,92	115,16		0	0	85	0	0	85	0	0	85	0.9020666850372003	1	1	191
STEP 17		74,6	67,4	60,6	64	65		73	76	66	69	60	61	63	65	65	65		0,42	36,35	9,08	116,02		0	0	90	0	0	90	0	0	90	0.9021769082391844	1	1	191
STEP 18		72,4	67	60,8	64	65		70	76	66	68	60	61	63	65	65	65		0,49	37,83	9,06	111,53		0	0	95	0	0	95	0	0	95	0.9017911270322403	1	3	191
STEP 19		71,6	66,6	60,4	63,6	64,2		70	74	65	67	60	61	63	64	64	65		0,54	37,65	8,31	103,54		0	0	100	0	0	100	0	0	100	0.9021164021164021	2	4	189
