EDGE_PROB: 0.04	EDGE_DENSITY: 0.9	GRAPH SIZE: 100
STEP 0		41,6	37,8	40	43
STEP 1		43,8	41,2	43	45
STEP 2		47,4	43	46	48
STEP 3		46,2	43,2	45	47
STEP 4		46,6	44,2	46	48
STEP 5		47	45	46	48
STEP 6		44,2	44,4	44	45
STEP 7		47,4	46,2	47	49
STEP 8		46,2	44,4	45	48
STEP 9		46,6	45,6	45	48
STEP 10		46,4	44,2	45	48
STEP 11		44,2	43,8	44	45
STEP 12		46,4	46,4	46	47
STEP 13		47,4	46	46	48
STEP 14		45,8	44,8	45	47
STEP 15		47	44,2	46	48
STEP 16		45,8	45	45	47
STEP 17		47,2	44,2	46	48
STEP 18		44,8	43,4	44	46
STEP 19		46,2	44,4	45	48
