EDGE_PROB: 0.01	EDGE_DENSITY: 0.5	GRAPH SIZE: 100
STEP 0		18	16,6	18	18
STEP 1		17,6	16,8	17	19
STEP 2		17,4	16,8	17	19
STEP 3		17,8	17,2	17	18
STEP 4		18	17	16	19
STEP 5		17,8	16,8	17	18
STEP 6		17,8	16,8	17	19
STEP 7		17,4	16,6	17	18
STEP 8		18	17,2	17	19
STEP 9		18,4	17,4	17	20
STEP 10		18	17	18	18
STEP 11		18	17,2	17	19
STEP 12		18	17,4	17	19
STEP 13		17,2	17	17	18
STEP 14		18	17,2	18	18
STEP 15		17,2	17,4	17	18
STEP 16		17,8	16,8	17	18
STEP 17		17	17	17	17
STEP 18		17,8	17,4	17	18
STEP 19		17	17,2	17	17
