EDGE_PROB: 0.01	EDGE_DENSITY: 0.9	GRAPH SIZE: 100
STEP 0		43	39,8	42	45
STEP 1		42,4	39,6	42	44
STEP 2		42,6	39,4	41	44
STEP 3		44,2	39,8	43	46
STEP 4		42,4	39,6	42	43
STEP 5		44,6	39	43	47
STEP 6		45	41	43	46
STEP 7		42,8	41	42	44
STEP 8		43,8	41,2	43	46
STEP 9		45	40,4	44	46
STEP 10		44,6	39,8	43	47
STEP 11		44,4	40,2	43	45
STEP 12		43	39,4	41	44
STEP 13		42,8	40,4	41	45
STEP 14		42,6	40	42	44
STEP 15		42,2	39,4	41	43
STEP 16		44	40,4	42	46
STEP 17		42,4	40,2	41	43
STEP 18		42,2	40,2	41	43
STEP 19		45,4	39	44	46
