EDGE_PROB: 0.07	EDGE_DENSITY: 0.9	GRAPH SIZE: 100
STEP 0		41,8	38,4	41	42
STEP 1		47	44,4	47	47
STEP 2		50,2	49,2	50	51
STEP 3		48,2	48	48	49
STEP 4		47,2	47	47	48
STEP 5		51	51,6	51	51
STEP 6		50	49	49	51
STEP 7		52	53,4	52	52
STEP 8		51,2	52,4	51	52
STEP 9		50,8	52	50	51
STEP 10		50,2	49,6	49	51
STEP 11		51	52,2	51	51
STEP 12		51,6	52	51	52
STEP 13		50,4	50,2	50	51
STEP 14		50,4	49,8	49	51
STEP 15		52	51,8	52	52
STEP 16		51,6	52	51	52
STEP 17		48,4	49,4	48	49
STEP 18		51,8	50,8	51	53
STEP 19		48,8	48,6	48	50
