NODE_PROB: 0.07	EDGE_DENSITY: 0.1	GRAPH SIZE: 100
STEP 0		5,6	6	5	6		5	6	6	6	5	5	6	6		0,02	1,63	4,94		0	2	3	0	0	5	0.09878787878787879	37	32	100
STEP 1		5,2	5,6	5	5,8		5	6	5	6	5	5	5	6		0	1,32	2,86		0	6	4	0	2	8	0.0997979797979798	20	36	100
STEP 2		5,4	5,6	5	5,8		5	6	5	6	5	5	5	6		0	1,36	3		0	9	6	0	4	11	0.09656565656565656	37	34	100
STEP 3		5,2	5,6	5	5,4		5	6	5	6	5	5	5	6		0,01	1,54	4,05		0	13	7	0	6	14	0.09717171717171717	36	33	100
STEP 4		5,8	5,2	5	6		5	6	5	6	5	5	6	6		0	1,55	3,71		0	14	11	0	10	15	0.09777777777777778	34	36	100
STEP 5		5,6	5,6	5	5,6		5	6	5	6	5	5	5	6		0	1,47	3,14		0	16	14	0	12	18	0.09737373737373738	34	26	100
STEP 6		5,4	5,8	5	6		5	6	5	6	5	5	6	6		0,02	1,37	3,32		0	19	16	0	13	22	0.09898989898989899	34	36	100
STEP 7		6	5,4	5	5,6		6	6	5	6	5	5	5	6		0,01	1,39	3,44		0	19	21	0	16	24	0.09858585858585858	44	37	100
STEP 8		5,4	5,4	5	6		5	6	5	6	5	5	6	6		0	1,47	3,79		0	22	23	0	19	26	0.1	37	34	100
STEP 9		5,8	5,6	5	5,8		5	6	5	6	5	5	5	6		0	1,54	3,24		0	23	27	0	21	29	0.1006060606060606	38	29	100
STEP 10		5,6	5,8	5	6		5	6	5	6	5	5	6	6		0	1,54	3,38		0	25	30	0	22	33	0.10242424242424242	32	34	100
STEP 11		5,4	6	5,2	5,6		5	6	6	6	5	6	5	6		0	1,53	2,52		0	29	31	0	23	37	0.10202020202020202	30	51	100
STEP 12		5,2	5,8	5	5,6		5	6	5	6	5	5	5	6		0	1,5	2,93		0	33	32	0	24	41	0.09777777777777778	29	43	100
STEP 13		5,4	5	5	5,4		5	6	5	5	5	5	5	6		0	1,41	3,03		0	36	34	0	29	41	0.09494949494949495	34	28	100
STEP 14		5,4	5	5	5,6		5	6	5	5	5	5	5	6		0,01	1,59	3,42		0	39	36	0	34	41	0.09616161616161616	42	26	100
STEP 15		5,4	6	5	6		5	6	6	6	5	5	6	6		0	1,52	3,75		0	42	38	0	34	46	0.0993939393939394	27	28	100
STEP 16		5,4	5,6	5	6		5	6	5	6	5	5	6	6		0	1,34	2,63		0	45	40	0	36	49	0.09919191919191919	39	43	100
STEP 17		6	5,8	5	5,6		6	6	5	6	5	5	5	6		0,01	1,28	2,68		0	45	45	0	37	53	0.09838383838383838	26	22	100
STEP 18		5,2	6	5	5		5	6	6	6	5	5	5	5		0	1,42	1,9		0	49	46	0	37	58	0.09919191919191919	26	29	100
STEP 19		5,6	5,8	5	5		5	6	5	6	5	5	5	5		0,01	1,02	1,87		0	51	49	0	38	62	0.09858585858585858	45	30	100
