EDGE_PROB: 0.04	EDGE_DENSITY: 0.5	GRAPH SIZE: 100
STEP 0		18,2	17,6	18	19
STEP 1		18,6	17,8	18	19
STEP 2		19,2	17,8	18	20
STEP 3		18,8	17,8	18	20
STEP 4		19	17,8	18	20
STEP 5		18,4	17,8	18	19
STEP 6		18,6	17,8	18	20
STEP 7		18,6	17,8	18	19
STEP 8		18,6	17,6	18	19
STEP 9		18	17,6	18	18
STEP 10		18,6	17,6	18	19
STEP 11		18,6	17,4	18	19
STEP 12		18,2	17,4	17	19
STEP 13		19,2	17,8	19	20
STEP 14		18,6	17,6	18	19
STEP 15		19	18,2	18	20
STEP 16		18,8	18	18	20
STEP 17		19,2	17,2	19	20
STEP 18		18,4	18	18	19
STEP 19		19,2	18	18	20
