NODE_PROB: 0.07	EDGE_DENSITY: 0.9	GRAPH SIZE: 500
STEP 0		165	163,4	143	161,4		163	168	162	165	139	147	161	162		34,48	931,23	2879,82		0	0	5	0	0	5	0.8991663326653306	12794	7823	500
STEP 1		192,4	185,8	157,8	183		189	195	183	188	156	162	183	183		17,47	541,77	1160,87		0	0	10	0	0	10	0.9390140280561122	9836	8156	500
STEP 2		205,4	200,6	167,2	193,2		200	209	197	204	166	168	192	194		15,48	527,65	759,85		0	0	15	0	0	15	0.9524809619238477	9101	8469	500
STEP 3		214,6	206,4	171,6	200,2		212	221	202	208	171	172	200	201		14,56	496	518,24		0	0	20	0	0	20	0.9575470941883768	8465	8153	500
STEP 4		218	208,8	175,8	203,6		214	222	207	210	175	176	203	204		16,23	517,51	595,76		0	0	25	0	0	25	0.9600480961923847	8446	8433	500
STEP 5		215	209,4	175,6	203,8		212	217	208	211	175	176	203	205		14,24	455,12	455,55		0	0	30	0	0	30	0.9601523046092184	8240	8213	500
STEP 6		213,6	208,8	174,2	204		210	216	206	211	173	175	203	205		13,67	442,61	380,65		0	0	35	0	0	35	0.9603687374749499	8368	8347	500
STEP 7		214	211	173,8	203,6		212	218	207	215	173	174	203	204		13,18	424,64	358,86		0	0	40	0	0	40	0.9605370741482966	8438	8519	500
STEP 8		215,6	210,8	174,4	202,6		214	218	209	213	174	175	202	204		12,97	424,06	413,04		0	0	45	0	0	45	0.9598877755511022	8560	8439	500
STEP 9		217,8	210,4	177	205,6		216	222	208	213	176	178	205	206		13,29	424,63	398,79		0	0	50	0	0	50	0.9608577154308617	8455	8547	500
STEP 10		214,8	207,6	174	203,8		212	217	204	210	173	175	201	206		13,23	425,17	373,72		0	0	55	0	0	55	0.9601202404809619	8292	8337	500
STEP 11		218,2	210	176	205,2		216	221	206	216	175	177	202	207		13,19	412,61	441,47		0	0	60	0	0	60	0.9597595190380761	8526	8346	500
STEP 12		218	208,4	176,6	205,8		217	220	205	211	176	177	205	207		12,99	411,39	465,24		0	0	65	0	0	65	0.9612024048096193	8300	8385	500
STEP 13		215,2	208,8	174,4	202,6		210	220	208	210	174	175	199	205		12,83	415,65	381,39		0	0	70	0	0	70	0.9605210420841683	8285	8207	500
STEP 14		218,6	212,4	175,6	204,6		214	222	209	217	175	176	202	206		12,95	418,64	373,42		0	0	75	0	0	75	0.9611462925851704	8373	8389	500
STEP 15		218,2	211,8	175,6	203,6		213	221	206	217	175	176	203	204		13,35	419,62	451,49		0	0	80	0	0	80	0.9610180360721443	8400	8499	500
STEP 16		215,6	208,8	175,2	204,6		214	219	207	211	175	176	204	205		12,94	419,62	405,55		0	0	85	0	0	85	0.9602244488977956	8459	8477	500
STEP 17		215,2	208,2	174,8	202,8		212	219	207	209	174	176	201	204		13,43	422,94	458,65		0	0	90	0	0	90	0.9600801603206413	8376	8358	500
STEP 18		214,6	207	171,8	201,8		213	216	204	210	171	173	200	203		13,59	424,2	351,65		0	0	95	0	0	95	0.9602244488977956	8460	8435	500
STEP 19		218,2	210,8	175	203,4		216	220	209	214	174	176	203	204		13,36	418,59	468,54		0	0	100	0	0	100	0.9604248496993988	8467	8425	500
