EDGE_PROB: 0.07	EDGE_DENSITY: 0.9	GRAPH SIZE: 500
STEP 0		162,8	163,2	161	166
STEP 1		191,8	190,8	187	199
STEP 2		209	202,8	207	210
STEP 3		212,6	206,4	209	214
STEP 4		215,6	209,2	214	218
STEP 5		218	213,6	215	220
STEP 6		214,8	212	211	217
STEP 7		216,6	209,8	213	221
STEP 8		216,2	209,2	212	220
STEP 9		214,4	209,8	212	218
STEP 10		219	210,6	217	221
STEP 11		217,4	208,6	214	220
STEP 12		218,8	209	216	221
STEP 13		216,2	210,6	214	219
STEP 14		216,2	211	211	220
STEP 15		213,8	210,8	210	217
STEP 16		214,6	211,6	212	219
STEP 17		215,6	207,8	212	218
STEP 18		219,8	211,4	218	221
STEP 19		213	209,2	211	217
