EDGE_PROB: 0.07	EDGE_DENSITY: 0.5	GRAPH SIZE: 500
STEP 0		65,6	66,4	65	66
STEP 1		66,2	67,8	65	67
STEP 2		65,2	67,4	64	66
STEP 3		65,8	67,8	65	67
STEP 4		65,8	68,2	63	67
STEP 5		66,6	68,8	65	68
STEP 6		66,2	68	64	68
STEP 7		66,2	68,4	65	67
STEP 8		67	68,8	66	68
STEP 9		67,6	67,8	66	69
STEP 10		67,8	69,4	67	69
STEP 11		67,2	69,6	66	69
STEP 12		66,8	69,6	65	69
STEP 13		68,4	70	68	69
STEP 14		67,4	70	66	69
STEP 15		67,4	69	67	68
STEP 16		68,2	69,4	67	70
STEP 17		68	69,4	67	69
STEP 18		68,6	70,2	68	70
STEP 19		67,4	69,8	66	69
