EDGE_PROB: 0.01	EDGE_DENSITY: 0.9	GRAPH SIZE: 500
STEP 0		164,6	163,8	163	166
STEP 1		163,4	164,2	161	167
STEP 2		164,8	168,6	163	167
STEP 3		163,4	166,8	162	166
STEP 4		166,4	169,6	165	167
STEP 5		168,8	165,8	163	172
STEP 6		167,2	167	164	170
STEP 7		167,2	168	166	169
STEP 8		166,6	169,2	164	169
STEP 9		167	167,2	163	170
STEP 10		168,4	168,8	164	170
STEP 11		167	168,4	166	168
STEP 12		166,8	170,6	165	169
STEP 13		169,2	170	167	174
STEP 14		167,8	170	167	168
STEP 15		167,4	168,4	166	169
STEP 16		167,8	169,6	167	169
STEP 17		167,8	169,8	166	170
STEP 18		169,2	169,6	168	171
STEP 19		168	170	165	171
