EDGE_PROB: 0.1	EDGE_DENSITY: 0.1	GRAPH SIZE: 500
STEP 0		16	16,8	16	16
STEP 1		15,8	16,8	15	16
STEP 2		15,8	17	15	16
STEP 3		16	17	16	16
STEP 4		16,2	17	16	17
STEP 5		16	17,2	16	16
STEP 6		16	17,2	16	16
STEP 7		15,8	17	15	16
STEP 8		15,6	17	15	16
STEP 9		15,6	17,2	15	16
STEP 10		15,8	16,8	15	16
STEP 11		15,6	17,2	15	16
STEP 12		15,6	17	15	16
STEP 13		15,4	17,2	15	16
STEP 14		15,8	16,8	15	16
STEP 15		15,8	17,4	15	16
STEP 16		15,6	17	15	16
STEP 17		15,6	17,4	15	16
STEP 18		15,6	17	15	16
STEP 19		16	17	16	16
