EDGE_PROB: 0.04	EDGE_DENSITY: 0.9	GRAPH SIZE: 500
STEP 0		165,2	163,6	164	166
STEP 1		171,8	172,8	169	175
STEP 2		178,2	175,8	176	181
STEP 3		178,4	179,8	177	179
STEP 4		183,4	180,2	179	188
STEP 5		182,4	186	180	186
STEP 6		183,6	183	179	186
STEP 7		185,6	186	184	187
STEP 8		185,6	187,4	183	188
STEP 9		185,2	183,6	181	187
STEP 10		184,8	184,4	181	189
STEP 11		185,2	190	182	187
STEP 12		186,6	188	182	190
STEP 13		185,6	185,4	182	189
STEP 14		186,8	185,6	185	189
STEP 15		187,2	192,8	185	192
STEP 16		184,8	184,6	180	187
STEP 17		186,6	186,6	184	189
STEP 18		187	185,2	185	189
STEP 19		185	189,2	183	189
