EDGE_PROB: 0.01	EDGE_DENSITY: 0.5	GRAPH SIZE: 300
STEP 0		43,4	43,6	43	44
STEP 1		43,6	43,4	43	44
STEP 2		43	44	42	44
STEP 3		42,2	43,6	41	43
STEP 4		43,4	43,8	42	44
STEP 5		42,8	43	41	44
STEP 6		42,8	43,4	42	44
STEP 7		42,6	43,8	42	43
STEP 8		42,6	43,2	42	44
STEP 9		43,2	43	42	44
STEP 10		42,6	44,4	42	43
STEP 11		42	43,4	41	43
STEP 12		42,4	43,4	41	45
STEP 13		42,8	43,2	42	44
STEP 14		43,4	43,8	42	45
STEP 15		42,8	43,8	42	44
STEP 16		42,6	43,4	42	43
STEP 17		42,8	43,6	42	44
STEP 18		42,4	43,2	42	43
STEP 19		42,6	43,4	41	43
