EDGE_PROB: 0.01	EDGE_DENSITY: 0.05	GRAPH SIZE: 300
STEP 0		7	7,8	7,8	8,2		0,07	4,31	98,06		0.0505685618729097	2243	0
STEP 1		11	11,8	11,2	12		0,11	7,32	109,04		0.10057971014492753	2243	0
STEP 2		15	15,8	15	16		0,17	10,57	122,14		0.15059085841694536	2243	0
STEP 3		18,8	19,2	18,4	19,4		0,24	14,03	119,29		0.20060200668896322	2243	0
STEP 4		22,4	23,2	22	23		0,31	17,44	113,32		0.250613154960981	2243	0
STEP 5		26,6	27	25,2	26,8		0,38	20,71	111,55		0.3006243032329989	2243	0
STEP 6		30,6	30,6	28,8	30,6		0,46	24,85	115,13		0.35063545150501674	2243	0
STEP 7		34,2	35,4	32	34,2		0,54	28,63	128,51		0.40064659977703454	2243	0
STEP 8		38,2	38,8	36,2	38,8		0,62	32,24	138,46		0.4506577480490524	2243	0
STEP 9		43	43,6	40,2	42,8		0,68	36,41	163,64		0.5006688963210703	2243	0
STEP 10		48,8	48,2	45,2	47,6		0,76	40,58	203,56		0.5506800445930881	2243	0
STEP 11		52,4	52,8	49,8	52,8		0,85	44,83	231,58		0.6006911928651059	2243	0
STEP 12		58,2	57,8	54,8	58		0,96	49,28	238,86		0.6507023411371238	2243	0
STEP 13		65,8	65	59,6	64		1,06	54,04	188,8		0.7007134894091416	2243	0
STEP 14		73	72,4	66	70,4		1,16	58,79	206,83		0.7507246376811594	2243	0
STEP 15		81	81	70,4	78,4		1,26	63,69	122,54		0.8007357859531773	2243	0
STEP 16		91,2	90,4	77,2	88		1,36	68,73	84,05		0.8507469342251951	2243	0
STEP 17		106	103,8	87,2	101,6		1,45	74,6	53,8		0.9007580824972129	2243	0
STEP 18		131,4	124,8	108	122		1,56	80,22	51,83		0.9507692307692308	2208	0
STEP 19		300	300	300	300		1,51	104,86	379,05		1.0	0	2242
STEP 20		129,8	124,2	108	141		1,5	76,98	27,99		0.9500111482720178	0	2242
STEP 21		105,6	103,2	88,2	103		1,39	71,21	41,77		0.9000222965440356	0	2242
STEP 22		92,8	92,2	76,4	87,2		1,28	66,34	71,02		0.8500334448160535	0	2242
STEP 23		80,4	80,6	72,8	77		1,21	61,14	168,29		0.8000445930880713	0	2242
STEP 24		72,6	72,2	66	70,4		1,11	56,26	189,94		0.7500557413600892	0	2242
STEP 25		65,8	65,2	60,2	63,6		1,02	51,99	203,37		0.7000668896321071	0	2242
STEP 26		59,2	58,4	55	58,6		0,93	47,45	217,03		0.6500780379041249	0	2242
STEP 27		52,8	53,4	49,8	52,8		0,85	43,48	176,81		0.6000891861761427	0	2242
STEP 28		47,2	48,8	44,4	47,6		0,77	39,25	149,62		0.5501003344481605	0	2242
STEP 29		43,4	44,2	40,2	43,2		0,68	35,5	139,07		0.5001114827201784	0	2242
STEP 30		37,4	38,8	36,6	39		0,61	31,6	135,42		0.4501226309921962	0	2242
STEP 31		34	35	32,4	34,6		0,53	27,89	104,5		0.40013377926421406	0	2242
STEP 32		29,8	30,6	28,4	31,2		0,46	24,36	78,24		0.3501449275362319	0	2242
STEP 33		26	27,2	24,8	27,4		0,4	20,97	66,66		0.3001560758082497	0	2242
STEP 34		22,4	23	21,6	24		0,33	17,64	80,62		0.25016722408026754	0	2242
STEP 35		19	19,4	18	19,8		0,27	14,53	75,39		0.2001783723522854	0	2242
STEP 36		15	15,4	15	16,6		0,21	11,43	82,3		0.15018952062430324	0	2242
STEP 37		11,2	11,8	11,2	13,4		0,15	8,52	76,33		0.10020066889632107	0	2242
STEP 38		7	7,6	7,4	10,4		0,1	5,68	64,66		0.050211817168338904	0	2242
