EDGE_PROB: 0.04	EDGE_DENSITY: 0.5	GRAPH SIZE: 300
STEP 0		42,4	43,4	41	44
STEP 1		41,8	43,2	41	43
STEP 2		42,8	43,6	42	43
STEP 3		43,4	43,2	43	44
STEP 4		43,4	43,2	42	45
STEP 5		43	43,6	42	44
STEP 6		42,4	43,6	41	44
STEP 7		43	44	42	44
STEP 8		43	44	43	43
STEP 9		44	44	43	45
STEP 10		43,8	44,4	43	45
STEP 11		43,8	44,4	43	45
STEP 12		43,2	44,6	42	44
STEP 13		43,8	43,6	43	46
STEP 14		43,2	44,4	43	44
STEP 15		43,6	44	43	44
STEP 16		43,8	44	43	44
STEP 17		44,2	44,4	43	45
STEP 18		43,6	44,2	43	45
STEP 19		43,4	44,8	42	44
