EDGE_PROB: 0.01	EDGE_DENSITY: 0.1	GRAPH SIZE: 300
STEP 0		11,2	11,8	11	12
STEP 1		11	11,8	11	11
STEP 2		11	11,8	11	11
STEP 3		11,2	11,8	11	12
STEP 4		11,2	11,4	11	12
STEP 5		11,2	11,8	11	12
STEP 6		11,2	11,8	11	12
STEP 7		11,4	11,8	11	12
STEP 8		11,2	11,8	11	12
STEP 9		11,2	12	11	12
STEP 10		11	12	11	11
STEP 11		11	11,6	11	11
STEP 12		10,8	11,6	10	11
STEP 13		11,2	11,4	11	12
STEP 14		11	11,8	10	12
STEP 15		11	11,6	11	11
STEP 16		11	12	11	11
STEP 17		11	11,6	11	11
STEP 18		11	11,4	11	11
STEP 19		11	11,6	11	11
