EDGE_PROB: 0.01	EDGE_DENSITY: 0.9	GRAPH SIZE: 300
STEP 0		106,4	101,8	105	109
STEP 1		106,4	102	106	107
STEP 2		107,4	102,8	106	109
STEP 3		106,4	104,2	104	108
STEP 4		105,8	104	104	107
STEP 5		105,4	105	105	106
STEP 6		106,8	104,6	103	110
STEP 7		108	104,8	104	112
STEP 8		106	104,6	105	108
STEP 9		106	103,2	103	108
STEP 10		107,4	104,4	105	109
STEP 11		106,8	104	105	108
STEP 12		106	104	102	108
STEP 13		108,4	104,4	106	110
STEP 14		109	105,6	107	111
STEP 15		108,8	103,8	106	111
STEP 16		108,8	104,4	107	111
STEP 17		107,8	104,6	106	109
STEP 18		108,6	104,8	106	111
STEP 19		106,4	104,8	106	108
