EDGE_PROB: 0.07	EDGE_DENSITY: 0.9	GRAPH SIZE: 300
STEP 0		106	103,4	105	108
STEP 1		124,6	119,8	123	128
STEP 2		134,4	129,2	132	136
STEP 3		136,4	131,4	134	138
STEP 4		136,8	133	134	139
STEP 5		135,8	132,6	134	139
STEP 6		138	130,6	136	141
STEP 7		135,2	130,6	133	137
STEP 8		137,8	134	137	139
STEP 9		138	133,2	137	140
STEP 10		139	132	136	142
STEP 11		138,6	135,4	137	140
STEP 12		138,4	132,6	136	142
STEP 13		140	133,4	136	142
STEP 14		135,8	134	135	138
STEP 15		137,4	134	133	139
STEP 16		136,4	132,6	132	139
STEP 17		136,6	131,8	133	139
STEP 18		138,2	133	135	141
STEP 19		138,4	134,4	136	140
