EDGE_PROB: 0.01	EDGE_DENSITY: 0.1	GRAPH SIZE: 300
STEP 0		11,2	12	11,8	13		0,12	6,94	105,62		0.10091415830546266	4486	0
STEP 1		18,6	19,4	18,4	19,6		0,23	13,69	117,97		0.20093645484949832	4486	0
STEP 2		25,6	27,4	25	26,8		0,36	20,44	119,68		0.300958751393534	4486	0
STEP 3		33,8	34,8	32	34,8		0,51	27,81	140,09		0.40098104793756967	4486	0
STEP 4		43,2	43,8	40,4	43,2		0,66	35,09	190,33		0.5010033444816053	4486	0
STEP 5		52,8	53,8	50	53		0,82	42,86	261,02		0.601025641025641	4486	0
STEP 6		65,4	66	60,4	64,4		1,02	51,92	228,68		0.7010479375696766	4486	0
STEP 7		82,8	81,2	73,2	79,8		1,18	60,63	185		0.8010702341137124	4486	0
STEP 8		104,6	103,2	87	101,6		1,38	71,41	56,33		0.9010925306577481	4436	0
STEP 9		300	300	300	300		1,5	100,59	388,51		1.0	0	4485
STEP 10		105,8	104,6	88	118,8		1,37	70,43	48,68		0.9	0	4485
STEP 11		80,4	81,2	72	79,8		1,18	60,9	156,2		0.8	0	4485
STEP 12		65,2	65	60,8	65		1,02	52,15	250,71		0.7	0	4485
STEP 13		53	53,6	50	55,2		0,85	43,82	222,76		0.6	0	4485
STEP 14		43,4	43,2	40,6	45,2		0,69	35,87	171,55		0.5	0	4485
STEP 15		34,2	35	32,6	37		0,54	28,53	122,51		0.4	0	4485
STEP 16		26	27	25	29		0,41	21,55	95,38		0.3	0	4485
STEP 17		18,8	19,8	18	22		0,28	15,08	89,7		0.2	0	4485
STEP 18		10,8	11,8	11	15,8		0,16	8,96	78,24		0.1	0	4485
