EDGE_PROB: 0.07	EDGE_DENSITY: 0.1	GRAPH SIZE: 300
STEP 0		11	11,8	11	11
STEP 1		11,2	11,6	11	12
STEP 2		10,6	11,8	10	11
STEP 3		11	11,8	11	11
STEP 4		11	11,8	11	11
STEP 5		11	11,6	11	11
STEP 6		11	11,8	11	11
STEP 7		11	11,8	11	11
STEP 8		10,8	12	10	11
STEP 9		11	11,8	11	11
STEP 10		11,2	11,6	11	12
STEP 11		11	11,8	11	11
STEP 12		11,2	12	11	12
STEP 13		10,8	12	10	11
STEP 14		11	11,6	11	11
STEP 15		11,2	11,8	11	12
STEP 16		11	11,8	11	11
STEP 17		11	11,8	11	11
STEP 18		11,2	11,8	11	12
STEP 19		11	12	11	11
