EDGE_PROB: 0.1	EDGE_DENSITY: 0.5	GRAPH SIZE: 300
STEP 0		43,4	43,2	43	44
STEP 1		43,6	43,8	43	44
STEP 2		43,4	43,8	43	45
STEP 3		43,6	43,8	43	44
STEP 4		43,4	44,6	43	44
STEP 5		44,8	44,4	44	46
STEP 6		44	44,8	43	45
STEP 7		44	45,4	44	44
STEP 8		44,6	45	43	46
STEP 9		45	45,2	44	46
STEP 10		45	45,4	44	46
STEP 11		45,4	45,4	44	46
STEP 12		44,4	45,2	44	46
STEP 13		44,4	44,8	44	45
STEP 14		44,8	45,6	44	46
STEP 15		45	45,8	43	46
STEP 16		45	45,8	44	46
STEP 17		44,4	45,2	43	46
STEP 18		45	45,8	44	46
STEP 19		45	46,4	44	46
