NODE_PROB: 0.01	EDGE_DENSITY: 0.5	GRAPH SIZE: 300
STEP 0		42,2	43,6	40,6	44,4		41	43	43	44	40	41	44	45		1,94	71,99	355,41		0	1	4	0	0	5	0.4987513935340022	234	223	300
STEP 1		43,2	43,8	39,8	42,2		42	44	43	44	39	40	42	43		1,27	69,95	264,02		0	1	9	0	0	10	0.49899665551839467	204	225	300
STEP 2		43,2	43,2	39,6	41,2		42	44	43	44	38	40	41	42		1,12	70,16	272,29		0	1	14	0	0	15	0.4985284280936455	220	208	300
STEP 3		42,8	43,4	40	41,8		41	44	42	45	40	40	41	42		1,32	72,45	240,75		0	1	19	0	0	20	0.4987959866220736	222	199	300
STEP 4		43,2	43,4	39,8	42		42	45	43	44	39	40	41	43		1,22	64,64	261,88		0	1	24	0	0	25	0.4993088071348941	216	231	300
STEP 5		43	44	40	41,8		42	45	43	45	40	40	41	42		1,42	66,07	240,54		0	1	29	0	0	30	0.498974358974359	206	204	300
STEP 6		43,4	43,4	40	42,2		42	44	43	44	40	40	42	43		1,16	66,8	243,7		0	1	34	0	0	35	0.4990189520624303	231	218	300
STEP 7		42,6	43,4	40	42		42	44	43	44	39	41	42	42		1,03	60,73	242,89		0	1	39	0	0	40	0.4993088071348941	227	234	300
STEP 8		42,4	44,2	40,6	42,4		42	43	44	45	40	41	41	43		0,88	65,5	257,27		0	1	44	0	0	45	0.4991527313266444	214	208	300
STEP 9		43,4	43,6	39,8	42		42	44	43	44	39	40	41	43		1,13	60,17	241,53		0	1	49	0	0	50	0.49928651059085843	213	222	300
STEP 10		43	44	39,8	42		42	44	44	44	39	40	41	43		1,46	63,67	217,83		0	1	54	0	0	55	0.49908584169453735	230	227	300
STEP 11		42,2	43,8	40,2	42,2		41	43	43	45	40	41	42	43		1,01	54,3	218,08		0	2	58	0	0	60	0.4991527313266444	256	239	300
STEP 12		43,6	43,8	40,2	42,8		42	44	43	44	40	41	42	43		0,92	52,73	222,19		0	2	63	0	0	65	0.49953177257525083	218	223	300
STEP 13		42,8	43	40,2	42,4		41	45	42	44	40	41	41	43		0,93	51,12	225,5		0	2	68	0	0	70	0.4994202898550725	223	215	300
STEP 14		42,8	44	40,4	42,2		42	43	43	45	40	41	42	43		0,9	47,8	227,39		0	2	73	0	0	75	0.4995986622073579	235	238	300
STEP 15		42,8	43,6	39,6	42		42	44	43	44	39	40	41	43		0,81	48,7	194,26		0	2	78	0	0	80	0.49953177257525083	215	250	300
STEP 16		43	43,2	39,8	42		43	43	42	44	39	40	41	43		0,77	46,48	175,73		0	2	83	0	0	85	0.4987513935340022	232	224	300
STEP 17		43,4	43,8	39,8	42		42	45	43	44	39	40	42	42		0,78	45,4	177,41		0	2	88	0	0	90	0.4989297658862876	225	234	300
STEP 18		42,6	43,8	39,4	42		42	43	43	45	39	40	42	42		0,77	44,04	155,53		0	2	93	0	0	95	0.49872909698996654	213	212	300
STEP 19		43,6	42,6	39,6	41,8		43	45	41	43	39	40	41	43		0,75	41,69	162,04		0	2	98	0	0	100	0.4987513935340022	215	239	300
