EDGE_PROB: 0.07	EDGE_DENSITY: 0.5	GRAPH SIZE: 300
STEP 0		42	43,2	40	43
STEP 1		43,6	43,6	43	44
STEP 2		43	43,8	42	44
STEP 3		43,4	44,4	43	44
STEP 4		43,4	44,4	42	45
STEP 5		43,2	44,4	43	44
STEP 6		43,6	44,4	43	44
STEP 7		44	44,6	43	45
STEP 8		44,8	45	44	45
STEP 9		44,4	45	43	46
STEP 10		44,6	45	44	46
STEP 11		44	44,8	43	45
STEP 12		43,2	45	42	44
STEP 13		44	44,6	43	45
STEP 14		44,4	45,2	43	46
STEP 15		44,2	45,2	43	45
STEP 16		44,2	45	44	45
STEP 17		44,2	45	44	45
STEP 18		44,4	44,6	43	46
STEP 19		44,4	45,2	43	45
